,url,name,active_from,active_to,position,college,height,weight,birth_date,NBA__3ptapg,NBA__3ptpct,NBA__3ptpg,NBA_efgpct,NBA_fg%,NBA_fg_per_game,NBA_fga_per_game,NBA_ft%,NBA_ft_per_g,NBA_fta_p_g,NBA_g_played,NBA_ppg,NCAA__3ptapg,NCAA__3ptpct,NCAA__3ptpg,NCAA_efgpct,NCAA_fgapg,NCAA_fgpct,NCAA_fgpg,NCAA_ft,NCAA_ftapg,NCAA_ftpg,NCAA_games,NCAA_ppg
1274,/players/r/robinju01.html,Justin Robinson,2020,2022,G,Virginia Tech,6-1,195,"October 12, 1997",1.9,.313,0.6,.417,.317,0.9,2.9,.538,0.2,0.3,43,2.6,3.1,.385,1.2,,7.6,.445,3.4,.773,4.0,3.1,125,11.1
1275,/players/r/robinmi01.html,Mitchell Robinson,2019,2022,C,Western Kentucky,7-0,240,"April 1, 1998",0.0,,0.0,.722,.722,3.6,5.0,.540,1.2,2.2,230,8.4,,,,,,,,,,,,
1276,/players/r/robinna01.html,Nate Robinson,2006,2016,G,Washington,5-9,180,"May 31, 1984",3.6,.360,1.3,.493,.423,4.0,9.4,.796,1.7,2.2,618,11.0,4.1,.348,1.4,,11.0,.457,5.0,.793,3.7,3.0,89,14.4
1277,/players/r/robinth01.html,Thomas Robinson,2013,2017,F,Kansas,6-10,237,"March 17, 1991",0.0,.000,0.0,.470,.470,2.0,4.3,.505,0.8,1.6,313,4.9,0.1,.500,0.1,,7.2,.525,3.8,.606,3.6,2.2,105,9.8
1278,/players/r/robinje02.html,Jeremiah Robinson-Earl,2022,2022,F,Villanova,6-9,230,"November 3, 2000",3.4,.346,1.2,.497,.408,2.7,6.5,.720,0.8,1.0,48,7.3,2.6,.301,0.8,,10.0,.478,4.8,.768,3.2,2.5,56,12.8
1279,/players/r/robyis01.html,Isaiah Roby,2020,2022,F,Nebraska,6-8,230,"February 3, 1998",1.8,.349,0.6,.541,.495,3.3,6.7,.717,1.5,2.1,105,8.8,1.5,.336,0.5,,6.1,.476,2.9,.702,2.6,1.8,97,8.1
1280,/players/r/rodrise01.html,Sergio Rodríguez,2007,2017,G,,6-3,176,"June 12, 1986",1.7,.337,0.6,.471,.409,1.9,4.7,.739,0.5,0.7,353,4.9,,,,,,,,,,,,
1281,/players/r/rondora01.html,Rajon Rondo,2007,2022,G,Kentucky,6-1,180,"February 22, 1986",1.4,.324,0.5,.483,.456,4.1,8.9,.611,1.2,1.9,954,9.8,1.5,.283,0.4,,7.4,.493,3.7,.577,3.3,1.9,68,9.6
1282,/players/r/rosede01.html,Derrick Rose,2009,2022,G,Memphis,6-2,200,"October 4, 1988",2.6,.316,0.8,.483,.457,7.1,15.6,.830,3.1,3.8,672,18.2,2.6,.337,0.9,,10.9,.477,5.2,.712,5.1,3.7,40,14.9
1283,/players/r/rossqu01.html,Quinton Ross,2005,2011,G,SMU,6-6,195,"April 30, 1981",0.3,.318,0.1,.432,.419,1.7,4.0,.711,0.6,0.9,458,4.1,4.3,.331,1.4,,10.8,.446,4.8,.756,4.9,3.7,119,14.8
1284,/players/r/rosste01.html,Terrence Ross,2013,2022,F-G,Washington,6-6,206,"February 5, 1991",5.1,.361,1.8,.511,.417,4.1,9.8,.839,1.2,1.4,670,11.2,4.6,.364,1.7,,10.1,.453,4.6,.764,1.8,1.4,69,12.3
1285,/players/r/roybr01.html,Brandon Roy,2007,2013,G,Washington,6-6,215,"July 23, 1984",2.8,.348,1.0,.492,.459,6.8,14.9,.800,4.2,5.2,326,18.8,1.5,.344,0.5,,10.1,.512,5.2,.765,4.5,3.5,103,14.3
1286,/players/r/roziete01.html,Terry Rozier,2016,2022,G,Louisville,6-1,190,"March 17, 1994",5.3,.376,2.0,.507,.416,4.5,10.9,.821,1.5,1.9,473,12.6,3.5,.331,1.2,,10.3,.408,4.2,.772,3.1,2.4,73,12.0
1287,/players/r/rubiori01.html,Ricky Rubio,2012,2022,G,,6-2,190,"October 21, 1990",2.8,.326,0.9,.439,.389,3.6,9.3,.843,3.0,3.5,665,11.1,,,,,,,,,,,,
1288,/players/r/ruckegu01.html,Guy Rucker,2003,2003,F-C,Iowa,6-11,265,"July 27, 1977",0.0,,0.0,,,0.0,0.0,,0.0,0.0,3,0.0,0.0,.000,0.0,,6.8,.499,3.4,.644,1.9,1.2,92,8.0
1289,/players/r/rudezda01.html,Damjan Rudež,2015,2017,F,,6-10,228,"June 17, 1986",1.9,.373,0.7,.552,.424,1.2,2.8,.774,0.2,0.2,146,3.3,,,,,,,,,,,,
1290,/players/r/rushbr01.html,Brandon Rush,2009,2017,G-F,Kansas,6-6,220,"July 7, 1985",2.7,.402,1.1,.518,.426,2.5,5.9,.706,0.6,0.8,481,6.8,4.3,.435,1.9,,10.9,.449,4.9,.733,2.5,1.8,109,13.6
1291,/players/r/rushka01.html,Kareem Rush,2003,2010,G,Missouri,6-6,215,"October 30, 1980",2.3,.358,0.8,.466,.400,2.5,6.3,.703,0.5,0.7,346,6.4,6.4,.422,2.7,,14.7,.445,6.5,.777,4.0,3.1,84,18.9
1292,/players/r/russeda01.html,D'Angelo Russell,2016,2022,G,Ohio State,6-4,193,"February 23, 1996",6.9,.357,2.5,.500,.420,6.4,15.3,.782,2.4,3.1,423,17.7,6.6,.411,2.7,,14.7,.449,6.6,.756,4.5,3.4,35,19.3
1293,/players/r/russewa02.html,Walker Russell,2012,2012,G,Jacksonville State University,6-0,170,"October 6, 1982",0.5,.308,0.1,.368,.347,1.2,3.4,.636,0.5,0.8,28,3.0,2.6,.376,1.0,,9.7,.444,4.3,.842,4.9,4.2,86,13.7
1294,/players/s/sabondo01.html,Domantas Sabonis,2017,2022,F-C,Gonzaga,6-11,240,"May 3, 1996",1.4,.319,0.4,.554,.534,5.6,10.5,.728,2.7,3.7,415,14.4,0.2,.357,0.1,,8.2,.632,5.2,.729,4.2,3.1,74,13.5
1295,/players/s/sacrero01.html,Robert Sacre,2013,2016,C,Gonzaga,7-0,270,"June 6, 1989",0.0,.000,0.0,.436,.436,1.7,3.9,.671,0.8,1.2,189,4.2,0.0,.250,0.0,,6.0,.504,3.0,.735,4.5,3.3,136,9.3
1296,/players/s/salmojo01.html,John Salmons,2003,2015,G,Miami (FL),6-7,210,"December 12, 1979",2.2,.366,0.8,.483,.431,3.4,7.8,.799,1.7,2.2,895,9.3,2.2,.321,0.7,,7.7,.466,3.6,.805,3.1,2.5,124,10.4
1297,/players/s/samanlu01.html,Luka Šamanić,2020,2021,F,,6-10,227,"January 9, 2000",1.4,.294,0.4,.492,.430,1.4,3.4,.576,0.5,0.9,36,3.8,,,,,,,,,,,,
1298,/players/s/sambch01.html,Cheikh Samb,2008,2009,C,,7-1,245,"October 22, 1984",0.1,.000,0.0,.250,.250,0.4,1.6,.444,0.2,0.4,22,1.0,,,,,,,,,,,,
1299,/players/s/sampsbr01.html,Brandon Sampson,2019,2019,G,LSU,6-5,184,"May 1, 1997",2.1,.379,0.8,.558,.467,2.0,4.3,.667,0.3,0.4,14,5.1,3.1,.324,1.0,,6.0,.442,2.7,.745,2.2,1.6,85,7.9
1300,/players/s/sampsja02.html,JaKarr Sampson,2015,2021,G-F,St. John's,6-7,214,"March 20, 1993",1.0,.248,0.3,.500,.471,2.0,4.3,.670,0.9,1.3,236,5.2,0.2,.077,0.0,,12.4,.469,5.8,.607,3.7,2.2,66,13.9
1301,/players/s/sampsja01.html,Jamal Sampson,2003,2007,F-C,California,6-11,235,"May 15, 1983",0.0,.000,0.0,.491,.491,0.7,1.5,.537,0.5,0.9,72,2.0,0.0,,0.0,,5.7,.426,2.4,.526,3.0,1.6,32,6.4
1302,/players/s/samuesa01.html,Samardo Samuels,2011,2013,F,Louisville,6-9,260,"January 9, 1989",0.0,.000,0.0,.445,.445,2.2,4.9,.653,1.5,2.3,109,5.9,0.0,.000,0.0,,8.8,.549,4.8,.689,5.5,3.8,70,13.5
1303,/players/s/sandela01.html,Larry Sanders,2011,2017,C-F,VCU,6-11,235,"November 21, 1988",0.0,.000,0.0,.480,.480,2.8,5.9,.553,0.8,1.4,238,6.4,0.2,.250,0.0,,7.9,.520,4.1,.577,3.6,2.1,101,10.3
1304,/players/s/sandeme01.html,Melvin Sanders,2006,2006,G-F,"Seward County Community College, Oklahoma State",6-5,210,"January 3, 1981",0.2,.667,0.1,.515,.485,1.0,2.1,.700,0.4,0.6,16,2.6,3.9,.345,1.3,,8.7,.431,3.7,.639,1.7,1.1,94,9.9
1305,/players/s/saricda01.html,Dario Šarić,2017,2021,F-C,,6-10,225,"April 8, 1994",4.0,.357,1.4,.517,.441,4.2,9.5,.838,1.9,2.3,356,11.7,,,,,,,,,,,,
1306,/players/s/sarrol01.html,Olivier Sarr,2022,2022,C,"Wake Forest, Kentucky",7-0,237,"February 20, 1999",1.3,.481,0.6,.661,.591,2.6,4.4,.800,1.0,1.2,21,6.8,0.7,.311,0.2,,6.0,.476,2.9,.740,3.4,2.5,110,8.5
1307,/players/s/satorto01.html,Tomáš Satoranský,2017,2022,G,,6-7,210,"October 30, 1991",1.7,.354,0.6,.522,.467,2.6,5.5,.820,1.2,1.4,384,6.9,,,,,,,,,,,,
1308,/players/s/savovpr01.html,Predrag Savović,2003,2003,G,"UAB, Hawaii",6-6,225,"May 21, 1976",1.0,.154,0.1,.333,.312,1.1,3.4,.724,0.8,1.1,27,3.1,4.7,.366,1.7,,10.3,.428,4.4,.786,4.1,3.3,106,13.8
1309,/players/s/scaleal01.html,Alex Scales,2006,2006,G,Oregon,6-4,185,"July 3, 1978",0.0,,0.0,,,0.0,0.0,,0.0,0.0,1,0.0,5.2,.323,1.7,,12.9,.429,5.5,.758,3.3,2.5,62,15.3
1310,/players/s/schakjo01.html,Jordan Schakel,2022,2022,F,San Diego State,6-6,200,"June 13, 1998",1.5,.000,0.0,.000,.000,0.0,3.0,,0.0,0.0,2,0.0,4.4,.427,1.9,,6.2,.443,2.7,.870,1.4,1.2,121,8.5
1311,/players/s/schenlu01.html,Luke Schenscher,2006,2007,C,Georgia Tech,7-1,255,"December 31, 1982",0.0,,0.0,.469,.469,0.7,1.6,.450,0.3,0.6,31,1.8,0.0,.400,0.0,,5.6,.542,3.0,.632,2.1,1.3,118,7.4
1312,/players/s/schofad01.html,Admiral Schofield,2020,2022,G-F,Tennessee,6-5,241,"March 30, 1997",1.9,.315,0.6,.507,.408,1.2,3.0,.714,0.3,0.4,69,3.3,3.6,.387,1.4,,9.7,.458,4.4,.763,2.1,1.6,132,11.9
1313,/players/s/schrode01.html,Dennis Schröder,2014,2022,G,,6-3,172,"September 15, 1993",3.4,.338,1.2,.483,.436,5.3,12.2,.833,2.4,2.9,621,14.2,,,,,,,,,,,,
1314,/players/s/scolalu01.html,Luis Scola,2008,2017,F,,6-9,240,"April 30, 1980",0.4,.339,0.1,.499,.493,4.9,10.0,.740,2.0,2.6,743,12.0,,,,,,,,,,,,
1315,/players/s/scottmi01.html,Mike Scott,2013,2021,F,Virginia,6-7,237,"July 16, 1988",2.5,.362,0.9,.531,.453,2.6,5.7,.757,0.7,0.9,555,6.7,0.3,.364,0.1,,8.6,.521,4.5,.775,3.5,2.7,130,11.8
1316,/players/s/scotttr01.html,Tre Scott,2022,2022,F,Cincinnati,6-8,225,"November 25, 1996",0.5,.000,0.0,.500,.500,1.5,3.0,,0.0,0.0,2,3.0,0.8,.294,0.2,,5.3,.492,2.6,.616,1.9,1.2,135,6.6
1317,/players/s/scrubja01.html,Jay Scrubb,2021,2022,G-F,John A. Logan College,6-5,220,"September 1, 2000",1.4,.267,0.4,.439,.390,1.5,3.7,.800,0.5,0.7,22,3.8,,,,,,,,,,,,
1318,/players/s/sefolth01.html,Thabo Sefolosha,2007,2020,G-F,,6-6,215,"May 2, 1984",1.7,.349,0.6,.509,.449,2.2,4.9,.732,0.7,1.0,869,5.7,,,,,,,,,,,,
1319,/players/s/selbyjo01.html,Josh Selby,2012,2013,G,Kansas,6-2,183,"March 27, 1991",0.6,.143,0.1,.346,.330,0.8,2.5,.720,0.5,0.7,38,2.2,3.6,.362,1.3,,7.4,.373,2.8,.757,1.4,1.1,26,7.9
1320,/players/s/seldewa01.html,Wayne Selden,2017,2022,G-F,Kansas,6-5,230,"September 30, 1994",2.6,.344,0.9,.484,.415,2.7,6.4,.718,1.0,1.4,127,7.2,4.1,.366,1.5,,8.9,.436,3.9,.632,2.8,1.8,109,11.0
1321,/players/s/senesa01.html,Mouhamed Sene,2007,2009,C-F,,6-11,230,"May 12, 1986",0.0,,0.0,.427,.427,0.7,1.7,.589,0.7,1.2,47,2.2,,,,,,,,,,,,
1322,/players/s/sengual01.html,Alperen Şengün,2022,2022,F,,6-9,235,"July 25, 2002",1.6,.262,0.4,.504,.476,3.4,7.1,.702,2.3,3.3,69,9.4,,,,,,,,,,,,
1323,/players/s/serapke01.html,Kevin Séraphin,2011,2017,F,,6-9,285,"December 7, 1989",0.0,.000,0.0,.489,.489,2.7,5.5,.715,0.6,0.8,423,5.9,,,,,,,,,,,,
1324,/players/s/sessira01.html,Ramon Sessions,2008,2018,G,Nevada,6-3,190,"April 11, 1986",1.0,.316,0.3,.453,.434,3.5,8.0,.791,3.1,3.9,691,10.3,0.8,.313,0.3,,7.6,.417,3.2,.740,3.0,2.2,97,8.8
1325,/players/s/seungha01.html,Ha Seung-Jin,2005,2006,C,,7-3,305,"August 4, 1985",0.0,,0.0,.519,.519,0.6,1.2,.500,0.3,0.6,46,1.5,,,,,,,,,,,,
1326,/players/s/sextoco01.html,Collin Sexton,2019,2022,G,Alabama,6-1,190,"January 4, 1999",3.9,.378,1.5,.504,.458,7.5,16.3,.827,3.6,4.3,218,20.0,4.0,.336,1.3,,13.3,.447,5.9,.778,7.6,5.9,33,19.2
1327,/players/s/shakumu01.html,Mustafa Shakur,2011,2014,G,Arizona,6-3,190,"August 18, 1984",0.4,.091,0.0,.347,.339,0.8,2.5,.529,0.4,0.7,25,2.1,2.2,.355,0.8,,7.6,.452,3.4,.786,3.1,2.5,131,10.1
1328,/players/s/shamela01.html,Landry Shamet,2019,2022,G,Wichita State,6-4,190,"March 13, 1997",5.2,.393,2.0,.553,.411,2.9,7.1,.835,1.1,1.3,258,9.0,5.1,.437,2.2,,8.7,.480,4.2,.811,2.8,2.3,71,12.9
1329,/players/s/sharpda01.html,Day'Ron Sharpe,2022,2022,C,UNC,6-11,265,"November 6, 2001",0.2,.286,0.1,.584,.577,2.7,4.7,.585,0.8,1.3,32,6.2,0.1,.000,0.0,,7.4,.519,3.9,.505,3.5,1.8,29,9.5
1330,/players/s/sharpwa01.html,Walter Sharpe,2009,2009,F,"Mississippi State, UAB",6-9,245,"July 18, 1986",0.3,.000,0.0,.364,.364,0.5,1.4,.000,0.0,0.3,8,1.0,0.1,.000,0.0,,5.2,.534,2.8,.500,2.8,1.4,40,7.0
1331,/players/s/shayoma01.html,Marial Shayok,2020,2020,G,"Virginia, Iowa State",6-5,198,"July 26, 1995",1.5,.333,0.5,.333,.250,0.8,3.0,.750,0.8,1.0,4,2.8,2.4,.381,0.9,,7.1,.470,3.3,.787,1.7,1.4,137,8.9
1332,/players/s/shengto01.html,Tornike Shengelia,2013,2014,F,,6-9,217,"October 5, 1991",0.2,.125,0.0,.461,.451,0.5,1.1,.500,0.3,0.5,45,1.3,,,,,,,,,,,,
1333,/players/s/shirlpa01.html,Paul Shirley,2003,2005,F-C,Iowa State,6-10,230,"December 23, 1977",0.1,.000,0.0,.395,.395,0.8,2.1,.429,0.2,0.4,18,1.8,0.0,.500,0.0,,4.7,.554,2.6,.684,3.4,2.3,109,7.5
1334,/players/s/shumpim01.html,Iman Shumpert,2012,2021,G,Georgia Tech,6-5,215,"June 26, 1990",3.1,.337,1.1,.469,.391,2.7,6.8,.764,0.8,1.1,461,7.2,4.0,.305,1.2,,10.6,.396,4.2,.738,4.1,3.1,92,12.7
1335,/players/s/shvedal01.html,Alexey Shved,2013,2015,G,,6-6,190,"December 16, 1988",2.9,.306,0.9,.436,.369,2.4,6.6,.762,1.6,2.1,182,7.4,,,,,,,,,,,,
1336,/players/s/siakapa01.html,Pascal Siakam,2017,2022,F,New Mexico State,6-9,230,"April 2, 1994",2.9,.330,1.0,.529,.489,6.0,12.2,.773,2.7,3.5,397,15.6,0.3,.176,0.0,,11.8,.551,6.5,.711,5.0,3.5,68,16.6
1337,/players/s/siberjo01.html,Jordan Sibert,2019,2019,G,"Ohio State, Dayton",6-4,187,"August 1, 1992",1.0,1.000,1.0,1.500,1.000,1.0,1.0,,0.0,0.0,1,3.0,4.1,.364,1.5,,7.0,.430,3.0,.738,2.6,1.9,122,9.5
1338,/players/s/silasxa01.html,Xavier Silas,2012,2018,G,"Colorado, Northern Illinois",6-5,205,"January 22, 1988",2.0,.125,0.3,.250,.222,1.0,4.5,.667,0.5,0.8,4,2.8,4.7,.361,1.7,,12.0,.412,5.0,.787,5.7,4.5,99,16.1
1339,/players/s/silerga01.html,Garret Siler,2011,2011,C,Augusta State University,6-11,305,"October 25, 1986",0.0,,0.0,.548,.548,0.8,1.5,.500,0.5,1.0,21,2.1,,,,,,,,,,,,
1340,/players/s/silvach01.html,Chris Silva,2020,2022,F,South Carolina,6-8,234,"September 19, 1996",0.1,.250,0.0,.610,.606,1.0,1.6,.707,0.8,1.2,69,2.8,0.4,.475,0.2,,6.8,.497,3.4,.729,5.9,4.3,134,11.3
1341,/players/s/simiewa01.html,Wayne Simien,2006,2007,F,Kansas,6-9,255,"March 9, 1983",0.0,,0.0,.469,.469,1.3,2.8,.854,0.7,0.8,51,3.3,0.2,.240,0.1,,9.9,.558,5.5,.784,5.0,3.9,106,15.0
1342,/players/s/simmobe01.html,Ben Simmons,2018,2021,G-F,LSU,6-11,240,"July 20, 1996",0.1,.147,0.0,.560,.560,6.5,11.6,.597,2.9,4.9,275,15.9,0.1,.333,0.0,,11.7,.560,6.5,.670,9.0,6.0,33,19.2
1343,/players/s/simmoce01.html,Cedric Simmons,2007,2009,F,NC State,6-9,235,"January 3, 1986",0.0,,0.0,.409,.409,0.9,2.3,.390,0.3,0.8,75,2.2,0.1,.500,0.0,,4.8,.565,2.7,.652,3.5,2.3,63,7.7
1344,/players/s/simmojo02.html,Jonathon Simmons,2016,2019,G-F,Houston,6-6,195,"September 14, 1989",1.8,.317,0.6,.484,.443,3.0,6.9,.756,1.6,2.2,258,8.3,2.8,.386,1.1,,10.0,.512,5.1,.716,4.7,3.4,30,14.7
1345,/players/s/simmoko01.html,Kobi Simmons,2018,2019,G,Arizona,6-5,166,"July 4, 1997",1.2,.282,0.3,.452,.423,2.4,5.7,1.000,0.8,0.8,33,5.9,2.6,.327,0.9,,7.6,.395,3.0,.775,2.4,1.9,37,8.7
1346,/players/s/simonma01.html,Marko Simonovic,2022,2022,C,,6-11,216,"October 15, 1999",0.6,.200,0.1,.300,.267,0.4,1.7,.727,0.9,1.2,9,1.9,,,,,,,,,,,,
1347,/players/s/simonan01.html,Anfernee Simons,2019,2022,G,,6-3,181,"June 8, 1999",4.6,.392,1.8,.531,.425,3.6,8.5,.833,1.1,1.3,211,10.2,,,,,,,,,,,,
1348,/players/s/simsco01.html,Courtney Sims,2008,2009,C,Michigan,6-10,245,"October 21, 1983",0.0,,0.0,.429,.429,0.6,1.4,,0.0,0.0,5,1.2,0.1,.154,0.0,,6.5,.586,3.8,.687,3.4,2.3,133,10.0
1349,/players/s/simshe01.html,Henry Sims,2013,2016,C,Georgetown,6-10,248,"March 27, 1990",0.2,.174,0.0,.473,.471,3.0,6.3,.767,1.6,2.1,135,7.6,0.1,.118,0.0,,3.7,.479,1.8,.654,2.0,1.3,121,4.9
1350,/players/s/simsje01.html,Jericho Sims,2022,2022,F,Texas,6-10,245,"October 20, 1998",0.0,,0.0,.775,.775,0.8,1.1,.316,0.2,0.5,38,1.8,0.0,.000,0.0,,4.3,.639,2.7,.524,2.2,1.2,119,6.6
1351,/players/s/singlky01.html,Kyle Singler,2013,2018,F,Duke,6-8,228,"May 4, 1988",2.3,.362,0.8,.493,.418,2.4,5.7,.786,1.0,1.2,356,6.5,5.0,.363,1.8,,12.7,.433,5.5,.773,4.3,3.4,148,16.2
1352,/players/s/singlse01.html,Sean Singletary,2009,2009,G,Virginia,6-0,185,"September 6, 1985",0.7,.400,0.3,.424,.365,0.8,2.3,.857,0.5,0.6,37,2.4,5.0,.362,1.8,,12.9,.406,5.2,.846,5.5,4.7,123,16.9
1353,/players/s/singlch01.html,Chris Singleton,2012,2014,F,Florida State,6-8,230,"November 21, 1989",1.2,.319,0.4,.423,.376,1.6,4.2,.633,0.6,0.9,148,4.1,3.3,.330,1.1,,8.4,.419,3.5,.592,3.5,2.1,95,10.3
1354,/players/s/singlja01.html,James Singleton,2006,2012,F,Murray State,6-8,216,"July 20, 1981",0.5,.292,0.1,.485,.462,1.5,3.2,.833,0.8,1.0,243,3.9,0.7,.429,0.3,,8.8,.567,5.0,.794,4.1,3.3,60,13.5
1355,/players/s/sirvyde01.html,Deividas Sirvydis,2021,2022,G-F,,6-8,190,"June 10, 2000",1.5,.314,0.5,.410,.300,0.7,2.2,.500,0.1,0.3,23,1.9,,,,,,,,,,,,
1356,/players/s/sivape01.html,Peyton Siva,2014,2014,G,Louisville,6-0,185,"October 24, 1990",1.0,.280,0.3,.377,.316,0.8,2.4,.733,0.5,0.6,24,2.3,2.4,.291,0.7,,6.9,.417,2.9,.737,2.8,2.0,144,8.4
1357,/players/s/slayta01.html,Tamar Slay,2003,2005,G,Marshall,6-8,215,"April 2, 1980",0.7,.265,0.2,.394,.361,1.1,3.1,.538,0.2,0.4,66,2.6,5.7,.386,2.2,,12.4,.443,5.5,.749,3.4,2.5,114,15.7
1358,/players/s/sloando01.html,Donald Sloan,2012,2016,G,Texas A&M,6-3,205,"January 15, 1988",1.4,.310,0.4,.454,.409,2.1,5.0,.754,0.9,1.2,218,5.5,2.5,.336,0.8,,8.8,.428,3.8,.732,3.6,2.7,138,11.0
1359,/players/s/slokaur01.html,Uroš Slokar,2007,2007,F,,6-10,238,"May 14, 1983",0.1,.500,0.1,.558,.538,0.7,1.3,.692,0.5,0.7,20,1.9,,,,,,,,,,,,
1360,/players/s/smailal01.html,Alen Smailagić,2020,2021,F,,6-10,215,"August 18, 2000",0.8,.304,0.2,.515,.463,1.1,2.3,.720,0.6,0.9,29,3.0,,,,,,,,,,,,
1361,/players/s/smartja01.html,Javonte Smart,2022,2022,G,LSU,6-4,205,"June 3, 1999",1.3,.211,0.3,.283,.239,0.7,3.1,.833,0.3,0.4,15,2.1,4.8,.351,1.7,,11.3,.414,4.7,.836,2.4,2.0,93,13.0
1362,/players/s/smartma01.html,Marcus Smart,2015,2022,G,Oklahoma State,6-3,220,"March 6, 1994",4.7,.320,1.5,.465,.382,3.5,9.1,.779,2.0,2.5,517,10.4,4.6,.295,1.4,,11.9,.413,4.9,.751,7.3,5.5,64,16.6
1363,/players/s/smithch05.html,Chris Smith,2014,2014,G,"Manhattan College, Louisville",6-2,200,"October 13, 1987",0.0,,0.0,,,0.0,0.0,,0.0,0.0,2,0.0,3.7,.352,1.3,,8.9,.403,3.6,.703,2.9,2.0,125,10.5
1364,/players/s/smithcr01.html,Craig Smith,2007,2012,F,Boston College,6-7,250,"November 10, 1983",0.1,.037,0.0,.553,.553,3.0,5.5,.661,1.6,2.4,403,7.6,0.5,.239,0.1,,12.7,.558,7.1,.643,5.9,3.8,130,18.1
1365,/players/s/smithde03.html,Dennis Smith Jr.,2018,2022,G,NC State,6-2,205,"November 25, 1997",3.2,.312,1.0,.450,.402,4.1,10.3,.652,1.5,2.3,216,10.7,4.8,.359,1.7,,13.1,.455,6.0,.715,6.3,4.5,32,18.1
1366,/players/s/smithdo04.html,Donta Smith,2005,2006,G-F,Southeastern Illinois College,6-7,215,"November 27, 1983",0.4,.308,0.1,.450,.421,1.0,2.3,.650,0.6,1.0,61,2.7,,,,,,,,,,,,
1367,/players/s/smithgr02.html,Greg Smith,2012,2016,C,Fresno State,6-10,250,"January 8, 1991",0.0,.000,0.0,.617,.617,1.6,2.6,.576,0.7,1.3,149,4.0,0.0,.000,0.0,,7.8,.575,4.5,.564,4.7,2.7,64,11.6
1368,/players/s/smithis01.html,Ish Smith,2011,2022,G,Wake Forest,6-0,175,"July 5, 1988",1.3,.324,0.4,.458,.430,3.2,7.5,.677,0.7,1.0,715,7.6,1.8,.301,0.5,,8.9,.425,3.8,.484,2.3,1.1,121,9.2
1369,/players/s/smithjr01.html,J.R. Smith,2005,2020,G-F,,6-6,225,"September 9, 1985",5.3,.373,2.0,.511,.419,4.5,10.7,.733,1.5,2.0,977,12.4,,,,,,,,,,,,
1370,/players/s/smithja04.html,Jalen Smith,2021,2022,F,Maryland,6-10,215,"March 16, 2000",1.7,.313,0.5,.546,.492,2.5,5.0,.755,1.0,1.4,77,6.5,2.5,.323,0.8,,9.5,.516,4.9,.709,4.1,2.9,64,13.5
1371,/players/s/smithja02.html,Jason Smith,2008,2019,F-C,Colorado State,7-0,240,"March 2, 1986",0.4,.333,0.1,.480,.468,2.6,5.5,.783,0.9,1.1,616,6.1,0.3,.308,0.1,,9.6,.548,5.2,.751,5.5,4.1,87,14.7
1372,/players/s/smithje01.html,Jerry Smith,2012,2012,G,Louisville,6-2,190,"September 26, 1987",1.2,.167,0.2,.250,.214,0.6,2.8,,0.0,0.0,5,1.4,3.9,.389,1.5,,6.3,.454,2.9,.730,2.0,1.4,138,8.7
1373,/players/s/smithjo03.html,Josh Smith,2005,2018,F,,6-9,225,"December 5, 1985",1.8,.285,0.5,.472,.452,5.7,12.6,.632,2.6,4.2,894,14.5,,,,,,,,,,,,
1374,/players/s/smithno01.html,Nolan Smith,2012,2013,G,Duke,6-2,185,"July 25, 1988",0.9,.260,0.2,.403,.371,1.3,3.5,.714,0.5,0.7,84,3.3,3.2,.368,1.2,,10.4,.448,4.7,.800,3.6,2.9,143,13.4
1375,/players/s/smithru01.html,Russ Smith,2015,2016,G,Louisville,6-0,165,"April 19, 1991",0.6,.188,0.1,.351,.319,0.6,1.7,.769,0.7,1.0,27,2.0,3.9,.345,1.4,,11.3,.413,4.7,.760,4.8,3.7,133,14.3
1376,/players/s/smithst03.html,Steven Smith,2007,2007,F,La Salle,6-8,235,"April 12, 1983",0.0,,0.0,.250,.250,0.3,1.0,.500,0.1,0.3,8,0.6,3.3,.326,1.1,,14.3,.463,6.6,.794,4.9,3.9,107,18.1
1377,/players/s/smithth01.html,Theron Smith,2004,2005,F,Ball State University,6-8,225,"October 3, 1980",0.5,.375,0.2,.360,.335,1.1,3.4,.833,0.4,0.5,53,2.8,3.2,.370,1.2,,11.7,.479,5.6,.725,5.1,3.7,99,16.2
1378,/players/s/smithzh01.html,Zhaire Smith,2019,2020,G,Texas Tech,6-3,205,"June 4, 1999",1.5,.316,0.5,.444,.378,1.3,3.5,.667,0.6,0.9,13,3.7,1.1,.450,0.5,,7.5,.556,4.2,.717,3.4,2.5,37,11.3
1379,/players/s/sneedxa01.html,Xavier Sneed,2022,2022,F,Kansas State,6-5,215,"December 21, 1997",0.9,.167,0.1,.357,.286,0.3,1.0,,0.0,0.0,7,0.7,4.8,.332,1.6,,8.8,.397,3.5,.703,3.0,2.1,137,10.7
1380,/players/s/snellto01.html,Tony Snell,2014,2022,G-F,New Mexico,6-6,213,"November 10, 1991",3.1,.394,1.2,.548,.431,2.2,5.2,.845,0.5,0.5,598,6.1,4.2,.380,1.6,,7.1,.421,3.0,.821,1.9,1.6,104,9.2
1381,/players/s/snydeki01.html,Kirk Snyder,2005,2008,G,Nevada,6-6,225,"June 5, 1983",1.3,.327,0.4,.479,.438,2.3,5.3,.699,1.2,1.8,211,6.3,4.1,.310,1.3,,13.3,.426,5.7,.677,6.0,4.1,84,16.7
